title,link,description,pubdate,location
Legal Counsel  Digital Assets,https://cryptojobslist.com/jobs/legal-counsel-digital-assets-keyrock-remote, Tags Cryptocurrency Jobs  Web3 Legal Jobs  Cryptocurrency Non Tech Jobs Job description   Draft and negotiate agreements in relation to our activities  market making agreements OTC agreements NDAs lending contracts etc    Provide legal advice related to Keyrocks products and operations globally   Provide legal support to finance operations Compliance HR and any other internal function where needed   Interface with customers strategic partners and industry groups in relation to legal matters   Manage the corporate structure across multiple entities and jurisdictions   Interact with external counsels   Optimise contract management throughout the whole organisation   Background and experience   Relevant legal qualifications and membership of legal industry bodies   510 years of combined relevant experience at an established law firm andor in house with substantive involvement in a combination of Capital Markets Fintech andor digitalassets industries   A strong track record of delivering ,2023-02-22 00:00:00,NaN
College of the Holy Cross FullStack Web Developer,https://weworkremotely.com/remote-jobs/college-of-the-holy-cross-full-stack-web-developer,  Headquarters Worcester MA URL httpswwwholycrossedu  FullStack Web Developer About College of the Holy Cross Founded in 1843 in Worcester Massachusetts the College of the Holy Cross is among the nations leading liberal arts institutions A highly selective fouryear exclusively undergraduate college of 3100 students Holy Cross is renowned for offering a rigorous personalized education in the Jesuit Catholic tradition Holy Cross highly values the unique skills perspective talents and passion that each employee contributes to its learning community To work at The College is to accept an invitation to participate in the growth and development of all campus members students faculty and staff The Colleges commitment to diversity is an important feature of the Holy Cross education Informed by the presence of diverse interpretations of the human experience Holy Cross is building a community marked by freedom mutual respect and civility We seek others who support our values of diversity and inc,2023-02-22 00:00:00,NaN
ThinkReservations Operations Coordinator,https://weworkremotely.com/listings/thinkreservations-operations-coordinator,  Headquarters Kutztown URL httpsvonqio3YS0oTA  About ThinkReservationsThinkReservations is one of the leading cloudbased SaaS Property Management System PMS in the United States With over 1800 businesses using our property management system channel manager and booking engine we are focused on bringing innovative tools and functionality that will allow our customers to pursue growth and deliver exceptional guest experiences Our employees are highlymotivated individuals who want to see our customers achieve their goals using our products and services Most come from the exact hospitality industry that we serve and are passionate about innovating and improving the industry We have small teams that work together as natural problem solvers to ask questions search for answers and drive real world solutions At ThinkReservations we work together every day to be the top of mind choice in our industry as the allinone solution for our customersAre you a detail oriented organized and selfmotivated,2023-02-22 00:00:00,NaN
SimpleTexting Administrative  Operations Specialist,https://weworkremotely.com/remote-jobs/simpletexting-administrative-operations-specialist, Headquarters Miami Beach FL URL httpssimpletextingcom  We are seeking a hardworking Administrative  Operations Specialist to join the Sinch Service Implementation team Youll be a dedicated resource to Sinchs SMB Business Unit assisting the SimpleTexting MessageMedia and Clicksend teams and their North American customers  Youll be part of a dynamic multilocation team that helps glue the rest of the company together by performing a wide range of administrative and operational tasks Specifically your focus will be working with external service providers to get what a customer wants For example if a customer needs assistance acquiring a phone number you would perform the tasks needed to acquire the number and then pass the number along to another internal team via a ticketing system to ensure it is provisioned Sinch is a very large company but youll have a unique window into its operations and will be empowered to make things happen This is an entrylevel position but prior experience work,2023-02-22 00:00:00,NaN
Editorial Associate Earth Journalism Network,https://skoll.org/job/internews-remote-in-united-states-or-united-kingdom-102290-editorial-associate-earth-journalism-network/,ABOUT THE OPPORTUNITY The EJN Editorial Associate will assist the EJN Editor and Content Officer at Internews8217 Earth Journalism Network EJN a global community of over 15000 journalists dedicated to improving coverage 8230,2023-02-22 00:00:00,Remote in United States or United Kingdom
Senior Drupal Software Developer remote friendly position is open AcroMediaInc,https://jobs.drupal.org/job/15831,NaN,2023-02-22 00:00:00,NaN
Junior Drupal Software Developer in Canada remote friendly position is open AcroMediaInc,https://jobs.drupal.org/job/15547,Kelowna Canada,2023-02-22 00:00:00,NaN
Vice President of Marketing at Chamber of Digital Commerce Anywhere,https://www.crunchboard.com/jobs/198640165-vice-president-of-marketing-at-chamber-of-digital-commerce,The Chamber of Digital Commerce has embarked on an ambitious new phase of growth and is looking for a strategic marketer and storyteller to change the,2023-02-22 00:00:00,NaN
Chief Operating Officer at Chamber of Digital Commerce Washington D C DC USA,https://www.crunchboard.com/jobs/198640172-chief-operating-officer-at-chamber-of-digital-commerce,About the Chamber of Digital Commerce As the worlds first and largest trade association representing the blockchain industry our mission is to,2023-02-22 00:00:00,NaN
Senior Drupal Software Developer In Canada remote friendly position is open AcroMediaInc,https://jobs.drupal.org/job/15830,Canada,2023-02-22 00:00:00,NaN
Glorious is seeking an Industrial Designer  Consumer Electronics,https://www.coroflot.com/design-jobs/Industrial-Designer-Consumer-Electronics-Glorious-Dallas-TX-518007,Dallas TX,2023-02-22 00:00:00,NaN
NBBJ is seeking a MidLevel Environmental GraphicsExperience Designer,https://www.coroflot.com/design-jobs/Mid-Level-Environmental-GraphicsExperience-Designer-NBBJ-Seattle-WA-518004,Seattle WA,2023-02-22 00:00:00,NaN
Web3 Finance Manager Remote,https://cryptojobslist.com/jobs/web3-finance-manager-remote-serotonin-remote, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Web3 Operations Jobs  Blockchain Web3 Jobs  Blockchain Remote Usa Jobs  Blockchain Finance Jobs  Web3 Manager Jobs  Cryptocurrency Accounting Jobs  Web3 Full Time Jobs About the role Serotonin is seeking a motivated Finance Manager to support the needs required by our rapidly growing agency This individual will be responsible for constantly assessing the current financial position and needs of Serotonin as well as having a proactive understanding of potential future needs The ability to work in a fast paced self led environment is extremely critical for success in this role  Responsibilities  Month end closing process Preparation of consolidated financial statements for multiple corporate entities Intercompany reconciliations Budget forecasting revenue and OPEX on weekly basis Accounts receivable and collections process Ad hoc analysis of operational performance and results  Liaise with tax preparer optimisation and filing Command of c,2023-02-23 00:00:00,NaN
Community Manager Remote,https://cryptojobslist.com/jobs/community-manager-remote-metatheory-global, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Web3 Community Jobs  Blockchain Community Manager Jobs  Web3 Engineering Jobs  Cryptocurrency Web3 Jobs  Blockchain Social Media Jobs  Blockchain Discord Jobs  Cryptocurrency Manager Jobs  Cryptocurrency Full Time Jobs Metatheory Inc is a technologydriven entertainment company With a focus on blockchain we build games interactive multiplatform stories and virtual world experiences imagined across innovative story franchise IPs We are a remotefirst dynamic team of builders developers and entrepreneurs that include key founding members from Twitch as well as Emmy and Peabody Award winning producers and storytellersOur flagship IP is DuskBreakers an eccentric interactive scifi saga set in a postapocalyptic world where a mysterious alien ship The Dusk becomes a beacon of hope for humanity The franchise spans games video NFTs and other media formatsWe are looking for an experienced and exceptional Community Manager to build a healthy en,2023-02-23 00:00:00,Global
Director Brand Partnerships,https://cryptojobslist.com/jobs/director-brand-partnerships-opensea-san-francisco-new-york-or-remote, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Cryptocurrency Non Tech Jobs  Web3 Marketing Jobs  Web3 Legal Jobs  Blockchain Community Jobs  Blockchain Business Development Jobs  Web3 Full Time Jobs  Blockchain Engineering Jobs  Web3 Web3 Jobs  Blockchain Director Jobs  Blockchain Nft Jobs OpenSea is the first and largest marketplace for nonfungible tokens or NFTs Applications for NFTs include collectibles gaming items domain names digital art and many other items backed by a blockchain OpenSea is an open inclusive web3 platform where individuals can come to explore NFTs and connect with each other to purchase and sell NFTs At OpenSea were excited about building a platform that supports a brand new economy based on true digital ownership and are proud to be recognized as Y Combinators 4 ranked top private companyWhen hiring candidates we look for signals that a candidate will thrive in our culture where we default to trust embrace feedback grow rapidly and love our work We als,2023-02-23 00:00:00,San Francisco New York or Remote
Binance Accelerator Programme  Data analyst intern,https://cryptojobslist.com/jobs/binance-accelerator-programme-data-analyst-intern-binance-singapore, Tags Cryptocurrency Jobs  Blockchain Trading Jobs  Web3 Internship Jobs  Web3 Analyst Jobs  Web3 Engineering Jobs  Web3 Exchange Jobs  Cryptocurrency Entry Level Jobs  Blockchain Python Jobs  Blockchain Finance Jobs  Blockchain Data Jobs Binance is the global blockchain company behind the worlds largest digital asset exchange by trading volume and users serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of moneyAre you looking to be a part of the most influential company in the blockchain industry and contribute to the cryptocurrency revolution that is changing the worldResponsibilitiesConduct data collection and analysis using SQL and PythonAutomate data collection and aggregation processes to build reporting dashboardsCollaborate with data engineers product managers and operation teams to provide statistics or business data that can help to drive business insightsUse quantitative analysis and the presentation of data to see beyond the numbers an,2023-02-23 00:00:00,Singapore
Marketing Intern Partnership Project,https://cryptojobslist.com/jobs/marketing-intern-partnership-project-binance-taiwan-taipei, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Web3 Marketing Jobs  Cryptocurrency Trading Jobs  Cryptocurrency Community Jobs  Blockchain Content Jobs  Cryptocurrency Internship Jobs  Web3 Exchange Jobs  Cryptocurrency Social Media Jobs  Cryptocurrency Entry Level Jobs Binance is the global blockchain company behind the worlds largest digital asset exchange by trading volume and users serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of moneyAre you looking to be a part of the most influential company in the blockchain industry and contribute to the cryptocurrency revolution that is changing the worldResponsibilityIdentify and manage Key Opinion Leaders KOLs and media across global markets and in charge of endtoend collaborationEngage and build global communities through oneonone as well as onetomany conversationsDesign and execute social and community led activities such as livestream AMA community engagement and content creation for global ,2023-02-23 00:00:00,Taiwan Taipei
Wildfire is hiring for a position of UI Designer in Remote,https://dribbble.com/jobs/203486-UI-Designer?source=feed,NaN,2023-02-23 00:00:00,NaN
DevOps Engineer,https://cryptojobslist.com/jobs/devops-engineer-figment-remote-1, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Blockchain Devops Jobs  Blockchain Sales Jobs  Web3 Security Jobs  Web3 Full Time Jobs  Blockchain Developer Jobs We are seeking a versatile DevOps Engineer to help automate our infrastructure with Infrastructure as Code and help support our developers with a premium self service development experience This is a fulltime remote position with team members in North America and Europe Maintain and build a scalable infrastructure for a very fast growing company You will report to the Platform Team Lead and work with a group of DevOps generalists Its critical that you are comfortable working in an unstructured environment dealing with uncertainty minimal direction and working across a range of projects ResponsibilitiesDuties  Help build and maintain deployment pipelines Build E2E testing environments Help developers productionize their applications Deployment automation with Kubernetes and Helm Maintain and manage infrastructure as code usi,2023-02-23 00:00:00,Remote
American Assoc of Colleges of Pharmacy is hiring for a position of Associate Director of Web Strategy in Arlington VA,https://dribbble.com/jobs/204080-Associate-Director-of-Web-Strategy?source=feed,NaN,2023-02-28 00:00:00,NaN
RD System Engineer VPN,https://privacyfirstjobs.com/job/r-d-system-engineer-vpn-proton-7512372,An open position at Proton a Swiss technology company offering privacyfocused online services including email VPN and file storage,2023-02-28 00:00:00,NaN
Video Editor,https://findbacon.com/job/video-editor1,We are a video production company specialized in Real Estate VideosEveryday our team of videographers shoot videos of several properties At the end of the day they send the raw,,NaN
Product Marketing Manager  Platform,https://cryptojobslist.com/jobs/product-marketing-manager-platform-parity-technologies-remote, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Blockchain Marketing Jobs  Cryptocurrency Research Jobs  Blockchain Sales Jobs  Web3 Content Jobs  Cryptocurrency Operations Jobs  Cryptocurrency Security Jobs  Web3 Developer Jobs  Cryptocurrency Engineering Jobs  Web3 Web3 Jobs  Cryptocurrency Social Media Jobs  Cryptocurrency Polkadot Jobs  Cryptocurrency Substrate Jobs  Cryptocurrency Manager Jobs  Cryptocurrency Data Jobs  Web3 Accounting Jobs  Blockchain Full Time Jobs As stewards of the Polkadot and Substrate ecosystem Parity is laying the foundation for a better web which respects the freedom and data of individuals and empowers developers to create better services through decentralised technology The internet is too important to billions of people for it to be at the mercy of a few powerful companies  Like Polkadot Parity was built on a foundation of being decentralised and open which trickles down to how we work Were a distributed organisation and have been from the beginning Being,2023-02-23 00:00:00,Remote
Technical Support Engineer Linux  Lisbon,https://cryptojobslist.com/jobs/technical-support-engineer-linux-lisbon-parity-technologies-lisbon-lisboa-portugal, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Web3 Content Jobs  Cryptocurrency Operations Jobs  Web3 Security Jobs  Cryptocurrency Developer Jobs  Cryptocurrency Engineering Jobs  Blockchain Web3 Jobs  Web3 Polkadot Jobs  Cryptocurrency Substrate Jobs  Web3 Full Time Jobs Parity Technologies builds core infrastructure for blockchains and Web 30 technologies This means dealing with P2P networking consensus algorithms cryptography databases and decentralised applications We strive to write the fastest lightest and safest core technology in Blockchain and write lots of opensource code We have built and launched live networks like Kusama and Polkadot atop the Substrate blockchain framework at Parity Technologies We want to bring to these networks firstclass endtoend user experiences which tell a story of how easy it is to use these nextgeneration blockchains  The Role As a Technical Support Engineer you are the goto for any and all issues related to the hardware that enables our ,2023-02-23 00:00:00,Lisbon Lisboa Portugal
Marketing Specialist,https://cryptojobslist.com/jobs/marketing-specialist-chainsafe-systems-toronto, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Cryptocurrency Marketing Jobs  Cryptocurrency Research Jobs  Web3 Community Jobs  Blockchain Content Jobs  Web3 Developer Jobs  Cryptocurrency Web3 Jobs  Web3 Rust Jobs  Web3 Social Media Jobs  Cryptocurrency Discord Jobs  Cryptocurrency Typescript Jobs  Blockchain Polkadot Jobs  Cryptocurrency Manager Jobs  Cryptocurrency Data Jobs  Web3 Ethereum Jobs  Cryptocurrency Full Time Jobs ChainSafe is a leading blockchain research and development firm specializing in infrastructure solutions for the decentralized web Alongside its contributions to significant ecosystems such as Ethereum Polkadot Filecoin Mina and more ChainSafe creates solutions for developers and teams across the web3 space utilizing our expertise in gaming bridging NFTs and decentralized storage As part of the mission to build innovative products for users and better tooling for developers ChainSafe embodies an opensource and communityoriented ethos To learn more about,2023-02-23 00:00:00,Toronto
Innovation Upstream Inc Sr Frontend Developer ReactWeb3,https://weworkremotely.com/remote-jobs/innovation-upstream-inc-sr-frontend-developer-react-web3,  Headquarters Winnipeg MB Canada URL httpsinnovationupstreamcom   About the position Innovation Upstream is seeking a talented and motivated React developer who is experienced in working on large scale distributed systems This role will focus on coding in react and candidates would benefit strongly from having a deep fundamental software development knowledge base We are building multiple web3 projects and are seeking a passionate and talented frontend developer who can join our rapidly growing team The role is currently remote and you can work from anywhere You will be responsible for collaborating on projects with client development teams You will be expected to manage various competing deadlines and projects Teamwork problemsolving accountability and good communication skills are necessary  What you will be doing  Building web3 frontends and integrating with various wallets and smart contracts Building complex and performant frontends with react and integrating with GraphQL apis In,2023-02-23 00:00:00,NaN
Contra Freelance Brand Designer at Dos Mundos Creative,https://weworkremotely.com/remote-jobs/contra-freelance-brand-designer-at-dos-mundos-creative, Headquarters San Francisco CA URL httpbitly3kLhMdk   Were looking to do a paid trial project to find the right fit for ongoing collaboration   The initial project scope will be to create a few designed or animated reels amp posts for our agency channels that we are looking to begin to revive in time for SXSW on March 8 2023   One reel will be an announcement and the other post format is flexible  we would like to see what this person suggests to see if we work well together This project scope will need to include 12 shorter zoom calls kickoff  wrap as well so that we can talk through together amp give you what you need We are looking for a true collaborator amp area expert that we can begin to bring into client projects if this test goes well   If this person also has skills in animation packaging or web design this rolepay can expand but is not required as we see those as a potentially separate roles   We are focused on finding solid midlevel collaborators with skills amp potential t,2023-02-23 00:00:00,NaN
ABCD  Company is seeking a Senior Graphic Designer,https://www.coroflot.com/design-jobs/Senior-Graphic-Designer-ABCD-n-Company-Rockville-MD-518027,Rockville MD,2023-02-23 00:00:00,NaN
WordPress Developer Contractor,https://www.wphired.com/wordpress-job/np-digital-full-time-wordpress-developer-contractor/,NP Digital is a Global AwardWinning Performance Marketing Agency In 2022 NPD was named Adweeks 1 fastestgrowing large international agency with over 500 employees For a second consecutive year we landed in the top 10 of Inc 5000s fastestgrowing private companies All while maintaining employee satisfaction which earned us an Inc Best Workplaces 2022 award This WordPress job WordPress Developer Contractor appeared first on WPhired,2023-02-23 00:00:00,NaN
Plutus is hiring for a position of Product Designer in Remote,https://dribbble.com/jobs/203453-Product-Designer?source=feed,NaN,2023-02-23 00:00:00,NaN
Sales Account Executive at Makai HR Hawaii USA,https://www.crunchboard.com/jobs/199023625-sales-account-executive-at-makai-hr,If youre located in Hawaii looking for a great team great culture and an opportunity for growth then we are looking for you to join Makai HR We,2023-02-23 00:00:00,NaN
Lead Exhibition Technical Engineer at Meow Wolf Grapevine TX USA,https://www.crunchboard.com/jobs/199013572-lead-exhibition-technical-engineer-at-meow-wolf,Visit Meow Wolfs careers page to apply for Lead Exhibition Technical Engineer Meow Wolf is a social impact art project that fuels a business and,2023-02-23 00:00:00,NaN
Fullstack Vuejs amp Laravel Developer,https://vuejobs.com/jobs/menulabs-full-stack-vuejs-laravel-developer?utm_source=rssfeed,Employer MenuLabs Location Denver CO USA MenuLabs seeks a fully remote full stack developer to help build and maintain a brand new software as a service for restaurantsnbsp Thenbsp application is a modern Vuejs sing,2023-02-23 00:00:00,NaN
Web Applications Engineer,https://larajobs.com/job/2988,NaN,2023-03-06 00:00:00,NaN
Toggl Senior Frontend Developer,https://weworkremotely.com/remote-jobs/toggl-senior-frontend-developer, Headquarters Tallinn Estonia URL httpstogglcomjobs   We are looking for a passionate and sharp Senior Frontend Developer with experience in data visualization to join one of our crossfunctional product development teams and help us shape the future of the time tracking industry delivering real value to our customers by introducing new features and improving the existing ones The salary for this position is 68000 annually You can work from anywhere in the world provided you have an overlap of 4 hours with a European timezone  About the team We are a global team of 130 awesome people working from over 40 countries around the globe We hire globally you work locally  in the heart of London a beach outside of So Paulo or a quiet village near Florence the choice is yours Every few months we travel to meet up somewhere in the world and spend some quality time together We place a huge amount of trust in our people and we measure the outcomes rather than the work itself Our values fuel our res,2023-02-23 00:00:00,NaN
Remote Contract Front End Developer Vue 3  Nuxt 3  GraphQL,https://vuejobs.com/jobs/continued-remote-contract-front-end-developer-vue-3-nuxt-3-graphql?utm_source=rssfeed,Employer Continued Location  Location RemoteWork anywhere in the US must live in the USWork alongside a talented technology team of 35 product managers developers test engineers project managers UX desi,2023-02-23 00:00:00,NaN
Senior WordPress Software Engineer remote,https://www.wphired.com/wordpress-job/strategy11-full-time-senior-wordpress-software-engineer-remote/,Hi We8217re Strategy11 We are the company behind Formidable Forms WP Tasty and Business Directory Plugin No matter what product we8217re working on our goal is to make big projects possible without big resources and make complex tasks simple Our software is running on nearly 400000 websites and our team is growing fast We have This WordPress job Senior WordPress Software Engineer remote appeared first on WPhired,2023-02-24 00:00:00,NaN
XM is hiring for a position of UIUX Designers in Limassol Cyprus,https://dribbble.com/jobs/203619-UI-UX-Designers?source=feed,NaN,2023-02-24 00:00:00,NaN
WP Developer  Sites  Custom Themes  Nice To Have UIUX skills,https://www.wphired.com/wordpress-job/jsa-interactive-usa-full-time-part-time-wp-developer-sites-custom-themes-nice-to-have-ui-ux-skills/,Our global team is looking for a long term relationship with a US based WordPress developer We can guarantee 20 hours a week and typically have 2040 hour per week If you need full time let us know The team member needs to reside in the USA We work on Eastern Time Zone with morning This WordPress job WP Developer  Sites amp Custom Themes  Nice To Have UIUX skills appeared first on WPhired,2023-02-24 00:00:00,NaN
Chief Information Officer,https://jobs.mashable.com/jobs/chief-information-officer-waterloo-ontario-n2l-3g1-134010124-d?contextType=rss&widget=1&type=job&,University of Waterloo  The University of Waterloo is actively seeking a strategic and collaborative IT leader to serve as their next Chief Information Officer CIO The ,2023-02-24 00:00:00,NaN
Chalkline Sports is hiring for a position of UIUX Product Design Lead in Remote,https://dribbble.com/jobs/203651-UI-UX-Product-Design-Lead?source=feed,NaN,2023-02-24 00:00:00,NaN
XM is hiring for a position of Product Designers in Cyprus,https://dribbble.com/jobs/203618-Product-Designers?source=feed,NaN,2023-02-24 00:00:00,NaN
Web3 Gaming Researcher Data Scientist,https://cryptojobslist.com/jobs/web3-gaming-researcher-data-scientist-almanak-remote, Tags Cryptocurrency Jobs  Web3 Research Jobs  Blockchain Web3 Jobs  Cryptocurrency Data Jobs At Almanak we utilize knowledge data and robust techniques from the algorithmic trading industry to advise key web3 builders and decisionmakers  Currently we are seeking a Web3 Gaming Researcher with expertise in data science and crypto gaming to join our product team and facilitate the creation and shipment of cuttingedge products and innovation This role would suit someone who has worked as a data scientistquant within a web3 gaming protocol or an Investment Fund and has a strong interest in applying data science methodologies within various web3 verticals primarily gaming amp entertainment Who you are An ideal team member  Is highly interested in cryptocurrencies crypto gaming and all things web3 You already have a good grasp of the crypto space concepts and mechanisms Understands the math design and token economy of Web3 Gaming projects Understands the business model economy and growth sys,2023-02-24 00:00:00,NaN
Jetpack Workflow Senior UXUI Designer Remote,https://weworkremotely.com/listings/jetpack-workflow-senior-ux-ui-designer-remote,  Headquarters United States URL httpsjetpackworkflowcom  Jetpack Workflow helps thousands of accounting bookkeeping and service firms complete their work on time We work with small to medium sized businesses around the globe to track due dates collaborate with each other and manage their clients Were working on an exciting new version of our product and need your help Youll be joining our small but mighty Product team at Jetpack Workflow as our sole UX and Product Designer reporting to our Director of Product Working hand in hand with product management engineering and departments across the company youll help us execute on our vision of helping every firm get their recurring client work done on time We encourage you to apply if this posting resonates with you even if you dont feel like you meet every requirement Send us your resume LinkedIn Dribbble Work Samples Portfolio or whatever you feel best represents yourself by filling out this application Jetpack Workflow is an equal opport,2023-02-24 00:00:00,NaN
AlphaSights Senior Frontend Engineer  Brazil Remote,https://weworkremotely.com/remote-jobs/alphasights-senior-frontend-engineer-brazil-remote, Headquarters New York NY URL httpswwwalphasightscom   THIS IS A REMOTE POSITION EXCLUSIVELY FOR BRAZILIAN CITIZENS  About AlphaSights AlphaSights is the global leader in knowledge ondemand We connect investment and business leaders with a dynamic network of industry professionals whose informed perspectives help our clients make superior investment and business decisions With 1200 employees and nine offices across the US Europe Middle East and Asia AlphaSights regularly ranks as one of the fastestgrowing companies in the world Learn more at alphasightscom  What we do We operate at the heart of the global knowledge economy providing a suite of knowledgeondemand services to investment funds consultancies Fortune 500 companies and nonprofits Our clients use our services when evaluating critical investment and business decisions We connect them with industry experts who possess specific knowledge that is otherwise unavailable to them Were a fastpaced clientdriven service organization We r,2023-02-24 00:00:00,NaN
Learning and Development Manager,https://jobs.mashable.com/jobs/learning-and-development-manager-alameda-ca-94501-134001048-d?contextType=rss&widget=1&type=job&,Saildrone  About UsAt Saildrone we sustainably explore map and monitor the oceans to understand protect and preserve our world Saildrone provides realt,2023-03-06 00:00:00,NaN
Head of Paid Search,https://jobs.mashable.com/jobs/head-of-paid-search-stateline-nv-89449-133866956-d?contextType=rss&widget=1&type=job&,Motive Interactive  Motive Interactive a leading Performed Based Marketing firm is seeking a Head of Paid Search This role will report directly to the GM and is 100,2023-03-06 00:00:00,NaN
AlphaSights Engineering Manager  US Remote,https://weworkremotely.com/remote-jobs/alphasights-engineering-manager-us-remote, Headquarters New York NY URL httpswwwalphasightscom  This position is remote friendly You will have the option to opt into one of the following work environments  Inoffice New York NY Remote Only if you havewill have a permanent address in NY NJ PA CT NC GA FL TX  About AlphaSights AlphaSights was born with a purpose to unlock human knowledge and power success From our stateoftheart offices in nine major world cities we connect business leaders seeking knowledge with the experts who possess it Were one of the fastestgrowing global companies employing 1500 colleagues of 60 nationalities  What we do We operate at the heart of the global knowledge economy providing a suite of knowledgeondemand services to investment funds consultancies Fortune 500 companies and nonprofits Our clients use our services when evaluating critical investment and business decisions We connect them with industry experts who possess specific knowledge that is otherwise unavailable to them Were a fastpaced clientd,2023-02-24 00:00:00,NaN
Flockler Customer Support Representative,https://weworkremotely.com/remote-jobs/flockler-customer-support-representative-1,  Headquarters Tampere Finland URL httpsflocklercom  Flockler is a selfservice social media marketing platform based in the UK amp Finland with all our employees working remotely Our 1400 customers worldwide include the likes of GoPro Harvard University Silicon Valley Bank and many moreWe are looking for a Customer Support Representative in Europe Our preferred time slot is between 9 am5 pm CET but the exact slot and hours are negotiable Your roleYour role is to gradually take over the support for the EU market and help our new customers succeed We will provide you with training for the job extensive internal and external documents and internal supportYour typical day includes Responding to customer questions via email and live chat  Proactively contacting our new customers and helping them succeed Sharing and discussing customer feedback with the rest of the team Documenting frequently asked questions and improving internalexternal help materialsThis is youWe are looking for an energe,2023-02-24 00:00:00,NaN
Vero Site ReliabilityPlatform Engineer,https://weworkremotely.com/remote-jobs/vero-site-reliability-platform-engineer,  Headquarters Sydney Australia URL httpswwwgetverocom  Vero is a multichannel messaging platform built for the modern data stack Modern marketing and product teams all over the world use Vero to automate communications with hundreds of millions of endusersWith nearly a decades experience in this space Vero is undergoing a transformation that is putting it on an exciting new trajectory Weve recently launched a new take on our product a version that sits directly on top of customers data platforms like Redshift Google BigQuery Snowflake and more This is a massive shift that gives teams easier access to their data faster and for less costVero is looking for a Site ReliabilityPlatform Engineer to join us on our journey and to help us build the future of messaging automationAs a company Vero works hard to ensure a friendly and empathetic working environment We aim for as little politics and ego as possible we believe in inclusivity and work to understand and support each other at every tur,2023-02-24 00:00:00,NaN
Information Technology and Services Director at City of Beaverton Beaverton OR USA,https://www.crunchboard.com/jobs/199303128-information-technology-and-services-director-at-city-of-beaverton,The Position The City of Beaverton is seeking a customerfocused Information Technology and Services ITS Director to lead all enterprise information,2023-02-24 00:00:00,NaN
Natco Home Fashions is seeking a Textile Rug Designer  Novelty,https://www.coroflot.com/design-jobs/Textile-Rug-Designer-Novelty-Natco-Home-Fashions-West-Warwick-RI-518094,West Warwick RI,2023-02-24 00:00:00,NaN
NC Museum of Natural Sciences is seeking an Interactive Exhibit Programmer,https://www.coroflot.com/design-jobs/Interactive-Exhibit-Programmer-NC-Museum-of-Natural-Sciences-Raleigh-NC-518102,Raleigh NC,2023-02-24 00:00:00,NaN
Content Writer,https://cryptojobslist.com/jobs/content-writer-cwallet-remote, Tags Cryptocurrency Jobs  Blockchain Marketing Jobs  Web3 Content Writer Jobs  Cryptocurrency Freelance Jobs  Cryptocurrency Content Jobs We are looking to hire a researchdriven Content Writer with proven experience in creating inspiring insightful and highly engaging Web30 blockchain and cryptobased content You will support the content efforts of our blog by creating engaging and informative content to help the brand improve its product awareness and educate our community on our services and tools Were looking for someone with a passion for crypto and capable of developing energized and engaging articles in a short period Responsibilities  Write highquality SEOfriendly content based on brand awareness topics andor blockchainDeFi Crypto topics when required Offer unlimited revisions to submitted copies Deliver valuable nonplagiarized content with due diligence and factchecking Align with our communication guidelines track content KPIs and improve along the process Work with graphic de,2023-02-24 00:00:00,NaN
Business Development,https://cryptojobslist.com/jobs/business-development-borderless-remote, Tags Cryptocurrency Jobs  Cryptocurrency Nft Jobs  Web3 Marketing Jobs  Blockchain Business Development Jobs  Blockchain Community Manager Jobs Business development through the generation of partnerships with NFT Creators Sellers etc for the Borderless Marketplace Apply here  Business Development,2023-02-24 00:00:00,NaN
Deliveree Group Financial Controller,https://weworkremotely.com/remote-jobs/deliveree-group-financial-controller,  Headquarters Jakarta Indonesia URL httpwwwdelivereecom   The below position is a fulltime career position eligible for full remote working However you will be expected to make 23 trips per year to the Companys various locations Each trip would last for approximately 1 week each and would be fully expensed to the CompanyDeliverees Group Finance Controller requires a minimum of 10 years full time working experience preferably in a big 4 accounting firm or a well recognized multinational company Your responsibility will be to lead all aspects of our Companys finance organization in four countries Indonesia Philippines Thailand and Vietnam  Responsibilities include Managing groupwide finance teams including approximately 20 direct and indirect reports Its an allEnglish speaking team located in Indonesia Philippines Thailand and Vietnam Overseeing all financial reporting consolidations and audits at the consolidated group level and each individual country level Creating maintaining and ma,2023-02-25 00:00:00,NaN
Sr WordPress Developer,https://www.wphired.com/wordpress-job/donehq-cdt-timezone-full-time-part-time-sr-wordpress-developer/,Job Summary We are a face paced company We are continuously evolving and working on cool projects Agile is at the core of our philosophy with Scrum and Kanban used based on the requirement of the project We have clients from different parts of the US working in different sectors and coming up with different This WordPress job Sr WordPress Developer appeared first on WPhired,2023-02-25 00:00:00,NaN
Need to dowload the software,https://www.freelancer.com/projects/mechanical-engineering/Need-dowload-the-software.html,Looking for IT persons to download the software as per the cad instructions  I have file and data  Ineed for the relevent version to install on the PC  i can share more details of require basically Budget 2  8 CAD Jobs AutoCAD CADCAM Mechanical Engineering,2023-03-06 00:00:00,NaN
